1.518  3.95074337113726E+0000  1.04531294446496E+0001  5.40610678748568E+0000
1.463  1.00896055340044E+0001  8.04873646725022E+0000  3.30455764151957E+0000
1.513  9.02308720267193E+0000  8.44024249939270E+0000  6.61530162692348E+0000
0.780  6.68136957605300E+0000  9.21092901176196E+0000  1.21490303325894E+0001
0.567  8.22341694478588E+0000  5.00213750414883E+0000  1.67492383126847E+0000
0.829  1.08497621846607E+0001  7.15216865583236E+0000  5.27219437646503E+0000
0.600  1.25921281831358E+0001  5.56694076040412E+0000  7.47922493177326E+0000
0.673  9.30326971236273E+0000  1.77583237431921E+0000  6.79396444822189E+0000
1.327  1.13119344039959E+0001  5.07370484082658E+0000  8.83242602502285E+0000
1.422  7.59882551082091E+0000  9.35618821261314E+0000  2.66439111403466E+0000
0.764  2.17872687999190E+0000  7.17055616939300E+0000  9.89504840245683E+0000
1.367  2.57231160640308E+0000  5.90996416051111E+0000  4.88738865787036E+0000
1.598  2.38530115327939E+0000  6.01046772361072E+0000  7.84521378046380E+0000
0.916  7.93957119477285E+0000  1.00026462310969E+0001  8.39739433157122E+0000
1.080  7.83882593190399E+0000  1.88776180305693E+0000  5.82270378225065E+0000
1.480  6.44094830447337E+0000  4.73857075972572E+0000  2.67473881707319E+0000
1.104  3.49391756261391E+0000  8.15837064072158E+0000  1.07862599506687E+0001
1.348  3.60848857825297E+0000  5.72467854158163E+0000  1.05099948406076E+0001
1.266  5.76100965073987E+0000  4.45303818990566E+0000  1.12732656502003E+0001
1.495  5.71831236058812E+0000  7.19433327134687E+0000  1.17230118001136E+0001
1.141  9.79042545617158E+0000  2.85398378858711E+0000  5.38622087760515E+0000
1.316  6.47288985654412E+0000  1.16140479283419E+0001  9.05072157607786E+0000
0.619  4.71218320580699E+0000  5.62567660526071E+0000  1.88037805332888E+0000
1.360  8.03741696796261E+0000  2.25863260360741E+0000  8.33083855018433E+0000
0.532  9.35914343760870E+0000  6.78759036089888E+0000  1.23596623899722E+0001
0.698  1.19693099659357E+0001  7.66623731914279E+0000  4.29971566495104E+0000
1.431  4.79392076503528E+0000  4.56182636571931E+0000  5.92513649448712E+0000
1.241  2.43620653875844E+0000  8.73415759860787E+0000  8.64449296565199E+0000
1.247  5.73633025497377E+0000  2.67956279180240E+0000  9.49299952937125E+0000
0.903  2.45183996252232E+0000  3.99063001855440E+0000  6.37183946175600E+0000
0.936  9.58447777370670E+0000  6.04456680728805E+0000  7.24448112387691E+0000
1.426  8.21229136264141E+0000  1.18160984035544E+0001  6.94069207294338E+0000
1.147  5.06353882692895E+0000  9.86660276372856E+0000  3.05665998937653E+0000
0.746  2.90291500941825E+0000  3.79884711036056E+0000  4.79737024763455E+0000
0.779  9.78846289632618E+0000  7.26447633258357E+0000  8.43252077854305E+0000
1.350  8.64440267805505E+0000  4.98746557244345E+0000  9.04019679081002E+0000
1.191  1.03530439598101E+0001  3.07483630787566E+0000  7.63853321179865E+0000
0.912  1.14492610661702E+0001  6.19521930260271E+0000  3.90252951430377E+0000
0.939  1.01072263326373E+0001  4.58810996728642E+0000  1.07677034308403E+0001
0.780  2.39759944992126E+0000  1.02051268068699E+0001  7.10007191884540E+0000
0.567  3.94801303469279E+0000  1.19599049948480E+0001  6.84723372783811E+0000
0.829  4.03896652817886E+0000  3.60312349287510E+0000  1.02588638143803E+0001
0.600  6.65655049507315E+0000  3.56685830359170E+0000  7.85823397760854E+0000
0.673  1.21599744728441E+0001  6.78923371459041E+0000  9.43881197125052E+0000
1.327  7.95442421211422E+0000  1.02525628216600E+0001  1.07644501830460E+0001
1.422  1.17487613306475E+0001  7.40427481497719E+0000  7.44151644399350E+0000
0.764  1.24039289753398E+0001  6.84189056480331E+0000  5.43326412188603E+0000
1.367  5.24479128752500E+0000  9.90034726714448E+0000  1.07100875747939E+0001
1.598  7.80515360023167E+0000  4.53103088910254E+0000  6.25128394128752E+0000
0.916  9.71706050081704E+0000  3.08333076577324E+0000  9.67961561487894E+0000
1.518  5.72618968141390E+0000  5.30859026116078E+0000  8.62421336162498E+0000
1.463  7.24345866228282E+0000  7.00869691696743E+0000  4.54383160630108E+0000
1.513  7.71431196950347E+0000  7.68127317517698E+0000  9.31424894814912E+0000
0.780  4.08266764025525E+0000  2.85261565147403E+0000  4.59363026112173E+0000
0.567  1.22612429777879E+0001  9.05149959419853E+0000  8.43153456289429E+0000
0.829  3.73907572144643E+0000  2.57476626764153E+0000  6.14076580474816E+0000
0.600  8.35620467976063E+0000  1.22520913213042E+0001  4.96740109710125E+0000
0.673  2.52786434841579E+0000  4.39644450570133E+0000  9.43645474134243E+0000
1.327  3.32021687759753E+0000  8.23201179769762E+0000  3.74384903269012E+0000
1.422  9.38904295223668E+0000  1.05757933648325E+0001  4.50723109264548E+0000
0.764  6.43500703003580E+0000  9.53512912445539E+0000  8.98058904484387E+0000
1.367  6.30088554604885E+0000  9.61666282405966E+0000  6.85537685429597E+0000
1.598  9.40846953012124E+0000  4.79335642357612E+0000  3.49015470458352E+0000
0.916  8.26150158844503E+0000  2.60575587642057E+0000  3.99795123921714E+0000
1.080  4.04302006656238E+0000  4.34017806528735E+0000  3.47774941784201E+0000
1.480  1.03312359705586E+0001  7.01153673652640E+0000  1.06107088422111E+0001
1.104  1.05606213566957E+0001  1.09005852404027E+0001  6.72141102216701E+0000
1.348  5.70582506426837E+0000  2.12432268053262E+0000  6.95827955697478E+0000
1.266  6.11241130924053E+0000  2.65321854976531E+0000  4.43083908706492E+0000
1.495  1.13127637714713E+0001  4.93169349374419E+0000  5.94667323402634E+0000
1.141  7.76741933588463E+0000  3.26040652274816E+0000  1.06064824405929E+0001
1.316  2.18618451721281E+0000  8.35626999566352E+0000  6.12795933628815E+0000
0.619  9.90393998072741E+0000  6.40072321535208E+0000  2.04586518939067E+0000
1.360  4.01884197193213E+0000  1.07879764803952E+0001  8.37527088558247E+0000
0.532  9.78676790622807E+0000  1.20066537878271E+0001  5.78439035931040E+0000
0.698  1.19943930241168E+0001  8.15946399531731E+0000  9.45627698123781E+0000
1.431  4.76751409176032E+0000  7.42175030945459E+0000  6.03089175515975E+0000
1.241  1.14229319610178E+0001  9.13388168061770E+0000  5.44305031367998E+0000
1.247  8.08318421345195E+0000  6.80267794608019E+0000  1.97348485814289E+0000
0.903  9.32680803580983E+0000  6.34641346513776E+0000  5.44881460437645E+0000
0.936  3.60002259602592E+0000  6.18993507201916E+0000  2.80960967613341E+0000
1.426  6.63146939912480E+0000  1.12876367891700E+0001  4.52041803677153E+0000
1.147  5.65704938419647E+0000  1.20656983120399E+0001  6.77107515525748E+0000
0.746  3.22660818108973E+0000  9.84983499241140E+0000  1.00862630117692E+0001
0.779  9.83678939918008E+0000  9.07885218273290E+0000  1.13754396433302E+0001
1.350  4.93751346429984E+0000  8.06393611014345E+0000  8.73138451449569E+0000
1.191  8.25680472274551E+0000  8.04544025958370E+0000  1.19381206691668E+0001
0.912  5.91732083101375E+0000  8.97251558089995E+0000  4.70321613683030E+0000
0.939  4.95604080569237E+0000  6.06291541998196E+0000  4.09829465622567E+0000
0.780  1.19003891843879E+0001  9.71796228161158E+0000  7.31797137990527E+0000
0.567  7.94877603916235E+0000  1.00983609300449E+0001  5.96499310214507E+0000
0.829  7.62494155236261E+0000  9.23816023049129E+0000  4.91427749460928E+0000
0.600  7.97409131174481E+0000  3.30908274751640E+0000  2.66093253385874E+0000
0.673  9.94204705892248E+0000  1.17530733039486E+0001  8.16739431904552E+0000
1.327  3.65644835551546E+0000  3.37019733873728E+0000  8.14296465689950E+0000
1.422  5.51449649506000E+0000  7.46007017486143E+0000  2.27884165774447E+0000
0.764  3.83522971201807E+0000  9.02506426288336E+0000  7.20488403494087E+0000
1.367  8.14349740235324E+0000  5.50513335065591E+0000  1.16599687863696E+0001
1.598  1.03247765724362E+0001  9.71405679306912E+0000  9.13746853594349E+0000
0.916  8.73919306062438E+0000  1.16877633373493E+0001  9.22388731976703E+0000
 6.39268640479746E+0000
1.518  8.24994018282813E+0000  9.13701776009632E+0000  5.98261044772638E+0000
1.463  4.73258462239062E+0000  9.71849029158290E+0000  1.04466780317178E+0001
1.513  4.72041675467708E+0000  6.33061102220689E+0000  6.07136803602777E+0000
